pairname,ligand,receptor,Pair.Source,Pair.Evidence
Il16_Cd4,Il16,Cd4,known,literature supported
Cxcl12_Cd4,Cxcl12,Cd4,novel,literature supported
Pip_Cd4,Pip,Cd4,novel,literature supported
Uts2b_Uts2r,Uts2b,Uts2r,known,literature supported
Uts2_Uts2r,Uts2,Uts2r,known,literature supported
Sfrp1_Fzd6,Sfrp1,Fzd6,novel,literature supported
Wnt4_Fzd6,Wnt4,Fzd6,known,literature supported
Wnt3a_Fzd6,Wnt3a,Fzd6,known,literature supported
Wnt16_Fzd6,Wnt16,Fzd6,novel,putative
Wnt5a_Fzd6,Wnt5a,Fzd6,known,literature supported
Cthrc1_Fzd6,Cthrc1,Fzd6,novel,literature supported
Gnas_Adrb3,Gnas,Adrb3,novel,literature supported
Inhba_Bambi,Inhba,Bambi,known,literature supported
Selplg_Esam,Selplg,Esam,novel,putative
Penk_Mrgpra2a,Penk,Mrgpra2a,known,literature supported
Penk_Mrgpra1,Penk,Mrgpra1,known,literature supported
Penk_Mrgpra3,Penk,Mrgpra3,known,literature supported
Penk_Mrgpra6,Penk,Mrgpra6,known,literature supported
Penk_Mrgpra4,Penk,Mrgpra4,known,literature supported
Penk_Mrgpra9,Penk,Mrgpra9,known,literature supported
Penk_Mrgpra2b,Penk,Mrgpra2b,known,literature supported
Cdh1_Ptprm,Cdh1,Ptprm,novel,literature supported
Gnas_Crhr1,Gnas,Crhr1,novel,literature supported
Calm1_Crhr1,Calm1,Crhr1,novel,EXCLUDED not ligand
Calm3_Crhr1,Calm3,Crhr1,novel,EXCLUDED not ligand
Ucn2_Crhr1,Ucn2,Crhr1,known,literature supported
Crh_Crhr1,Crh,Crhr1,known,literature supported
Ucn_Crhr1,Ucn,Crhr1,known,literature supported
Ucn3_Crhr1,Ucn3,Crhr1,novel,literature supported
Gnas_Glp1r,Gnas,Glp1r,novel,putative
Calm1_Glp1r,Calm1,Glp1r,novel,EXCLUDED not ligand
Calm3_Glp1r,Calm3,Glp1r,novel,EXCLUDED not ligand
Gcg_Glp1r,Gcg,Glp1r,known,literature supported
Plg_Plgrkt,Plg,Plgrkt,novel,literature supported
Artn_Gfra3,Artn,Gfra3,known,literature supported
Gip_Dpp4,Gip,Dpp4,novel,literature supported
Npb_Npbwr1,Npb,Npbwr1,known,literature supported
Npw_Npbwr1,Npw,Npbwr1,known,literature supported
Sftpd_Ly96,Sftpd,Ly96,novel,putative
Bgn_Ly96,Bgn,Ly96,novel,putative
Pomc_Oprk1,Pomc,Oprk1,known,literature supported
Pdyn_Oprk1,Pdyn,Oprk1,known,literature supported
Penk_Oprk1,Penk,Oprk1,novel,putative
Fn1_Itga4,Fn1,Itga4,known,literature supported
Spp1_Itga4,Spp1,Itga4,novel,literature supported
Thbs2_Itga4,Thbs2,Itga4,novel,literature supported
Vcam1_Itga4,Vcam1,Itga4,known,literature supported
F13a1_Itga4,F13a1,Itga4,novel,literature supported
Cd14_Itga4,Cd14,Itga4,novel,literature supported
Mdk_Itga4,Mdk,Itga4,novel,putative
Icam4_Itga4,Icam4,Itga4,novel,literature supported
Vcan_Itga4,Vcan,Itga4,novel,literature supported
Adam28_Itga4,Adam28,Itga4,novel,literature supported
Tgm2_Itga4,Tgm2,Itga4,novel,putative
Madcam1_Itga4,Madcam1,Itga4,known,literature supported
Thbs1_Itga4,Thbs1,Itga4,novel,literature supported
Calm1_Cacna1c,Calm1,Cacna1c,novel,EXCLUDED not ligand
Calm3_Cacna1c,Calm3,Cacna1c,novel,EXCLUDED not ligand
Rims1_Cacna1c,Rims1,Cacna1c,novel,literature supported
Ncam1_Cacna1c,Ncam1,Cacna1c,novel,putative
Npy_Prlhr,Npy,Prlhr,known,literature supported
Prlh_Prlhr,Prlh,Prlhr,known,literature supported
Pthlh_Prlhr,Pthlh,Prlhr,known,literature supported
Gnai2_Adra2b,Gnai2,Adra2b,novel,literature supported
Tslp_Il7r,Tslp,Il7r,novel,literature supported
Il7_Il7r,Il7,Il7r,known,literature supported
Cort_Mrgpra2a,Cort,Mrgpra2a,known,literature supported
Adm_Mrgpra2a,Adm,Mrgpra2a,known,literature supported
Cort_Mrgpra1,Cort,Mrgpra1,known,literature supported
Adm_Mrgpra1,Adm,Mrgpra1,known,literature supported
Cort_Mrgpra3,Cort,Mrgpra3,known,literature supported
Adm_Mrgpra3,Adm,Mrgpra3,known,literature supported
Cort_Mrgpra6,Cort,Mrgpra6,known,literature supported
Adm_Mrgpra6,Adm,Mrgpra6,known,literature supported
Cort_Mrgpra4,Cort,Mrgpra4,known,literature supported
Adm_Mrgpra4,Adm,Mrgpra4,known,literature supported
Cort_Mrgpra9,Cort,Mrgpra9,known,literature supported
Adm_Mrgpra9,Adm,Mrgpra9,known,literature supported
Cort_Mrgpra2b,Cort,Mrgpra2b,known,literature supported
Adm_Mrgpra2b,Adm,Mrgpra2b,known,literature supported
Artn_Gfra1,Artn,Gfra1,novel,literature supported
Pspn_Gfra1,Pspn,Gfra1,novel,literature supported
Nrtn_Gfra1,Nrtn,Gfra1,known,literature supported
Gdnf_Gfra1,Gdnf,Gfra1,known,literature supported
Ncam1_Gfra1,Ncam1,Gfra1,novel,literature supported
Matn1_Ptprd,Matn1,Ptprd,novel,putative
Dcn_Erbb4,Dcn,Erbb4,novel,literature supported
Egf_Erbb4,Egf,Erbb4,novel,literature supported
Nrg1_Erbb4,Nrg1,Erbb4,known,literature supported
Ereg_Erbb4,Ereg,Erbb4,known,literature supported
Mmp7_Erbb4,Mmp7,Erbb4,novel,literature supported
Nrg4_Erbb4,Nrg4,Erbb4,known,literature supported
Hbegf_Erbb4,Hbegf,Erbb4,known,literature supported
Btc_Erbb4,Btc,Erbb4,known,literature supported
Ctgf_Erbb4,Ctgf,Erbb4,novel,literature supported
Nrg2_Erbb4,Nrg2,Erbb4,known,literature supported
Adam17_Erbb4,Adam17,Erbb4,novel,literature supported
Tgfa_Erbb4,Tgfa,Erbb4,novel,literature supported
Nrg3_Erbb4,Nrg3,Erbb4,known,literature supported
Ncam1_Robo3,Ncam1,Robo3,known,literature supported
Jag1_Notch3,Jag1,Notch3,known,literature supported
Jag2_Notch3,Jag2,Notch3,known,literature supported
Dlk1_Notch3,Dlk1,Notch3,known,putative
Dll4_Notch3,Dll4,Notch3,known,literature supported
Thbs2_Notch3,Thbs2,Notch3,novel,literature supported
Dll1_Notch3,Dll1,Notch3,known,literature supported
Dll3_Notch3,Dll3,Notch3,known,putative
Psen1_Notch3,Psen1,Notch3,novel,literature supported
P4hb_Gpr162,P4hb,Gpr162,novel,putative
Gm20425_Gpr162,Gm20425,Gpr162,novel,putative
Trf_Gpr162,Trf,Gpr162,novel,putative
Ltf_Gpr162,Ltf,Gpr162,novel,putative
Il17a_Il17ra,Il17a,Il17ra,known,literature supported
Il17f_Il17ra,Il17f,Il17ra,novel,literature supported
Agrn_Lrp4,Agrn,Lrp4,novel,literature supported
Galp_Galr3,Galp,Galr3,known,literature supported
Gal_Galr3,Gal,Galr3,known,literature supported
Calm1_Kcnq5,Calm1,Kcnq5,novel,EXCLUDED not ligand
Calm3_Kcnq5,Calm3,Kcnq5,novel,EXCLUDED not ligand
Calm2_Kcnq5,Calm2,Kcnq5,novel,EXCLUDED not ligand
Gnai2_Ednrb,Gnai2,Ednrb,novel,putative
Edn2_Ednrb,Edn2,Ednrb,novel,literature supported
Gdnf_Ednrb,Gdnf,Ednrb,novel,putative
Edn3_Ednrb,Edn3,Ednrb,known,literature supported
Edn1_Ednrb,Edn1,Ednrb,novel,literature supported
Fgb_Itgam,Fgb,Itgam,novel,literature supported
Fga_Itgam,Fga,Itgam,novel,literature supported
Plg_Itgam,Plg,Itgam,novel,putative
Cyr61_Itgam,Cyr61,Itgam,known,literature supported
Spon2_Itgam,Spon2,Itgam,novel,putative
C3_Itgam,C3,Itgam,novel,literature supported
Kng2_Itgam,Kng2,Itgam,novel,putative
Kng1_Itgam,Kng1,Itgam,novel,putative
Selplg_Itgam,Selplg,Itgam,novel,putative
Proc_Itgam,Proc,Itgam,novel,putative
Cfhr2_Itgam,Cfhr2,Itgam,novel,literature supported
Cfh_Itgam,Cfh,Itgam,novel,literature supported
Gm4788_Itgam,Gm4788,Itgam,novel,literature supported
Plau_Itgam,Plau,Itgam,novel,putative
F10_Itgam,F10,Itgam,novel,putative
Icam2_Itgam,Icam2,Itgam,novel,literature supported
Apob_Itgam,Apob,Itgam,novel,putative
Plat_Itgam,Plat,Itgam,novel,putative
Mmp9_Itgam,Mmp9,Itgam,novel,putative
Ctgf_Itgam,Ctgf,Itgam,known,literature supported
Cd40lg_Itgam,Cd40lg,Itgam,novel,putative
Icam4_Itgam,Icam4,Itgam,known,literature supported
Icam1_Itgam,Icam1,Itgam,novel,literature supported
Hp_Itgam,Hp,Itgam,novel,literature supported
Il2_Il2ra,Il2,Il2ra,known,literature supported
Il15_Il2ra,Il15,Il2ra,novel,literature supported
Icam1_Il2ra,Icam1,Il2ra,novel,literature supported
Ncan_Cdh2,Ncan,Cdh2,novel,putative
Cdh1_Cdh2,Cdh1,Cdh2,novel,putative
Wnt3a_Fzd8,Wnt3a,Fzd8,novel,literature supported
Rspo1_Fzd8,Rspo1,Fzd8,novel,putative
Wnt2_Fzd8,Wnt2,Fzd8,novel,literature supported
Wnt5a_Fzd8,Wnt5a,Fzd8,novel,literature supported
Rspo3_Fzd8,Rspo3,Fzd8,novel,literature supported
Wnt1_Fzd8,Wnt1,Fzd8,known,literature supported
Wnt3_Fzd8,Wnt3,Fzd8,known,literature supported
Igfbp4_Fzd8,Igfbp4,Fzd8,novel,literature supported
Hdc_Hrh3,Hdc,Hrh3,known,EXCLUDED not ligand
Ccl5_Gpr75,Ccl5,Gpr75,known,literature supported
Calm1_Pth2r,Calm1,Pth2r,novel,EXCLUDED not ligand
Calm3_Pth2r,Calm3,Pth2r,novel,EXCLUDED not ligand
Pth2_Pth2r,Pth2,Pth2r,known,literature supported
Pthlh_Pth2r,Pthlh,Pth2r,known,literature supported
Pth_Pth2r,Pth,Pth2r,known,literature supported
Tph1_Htr2a,Tph1,Htr2a,known,EXCLUDED not ligand
Cxcl13_Htr2a,Cxcl13,Htr2a,novel,putative
Pon2_Htr2a,Pon2,Htr2a,novel,literature supported
Pdgfb_Art1,Pdgfb,Art1,novel,literature supported
Fga_Cdh5,Fga,Cdh5,novel,literature supported
Calm1_Cnga2,Calm1,Cnga2,novel,EXCLUDED not ligand
Calm3_Cnga2,Calm3,Cnga2,novel,EXCLUDED not ligand
Calm1_Insr,Calm1,Insr,novel,EXCLUDED not ligand
Calm3_Insr,Calm3,Insr,novel,EXCLUDED not ligand
Igf1_Insr,Igf1,Insr,novel,putative
Sorbs1_Insr,Sorbs1,Insr,novel,literature supported
Calm2_Insr,Calm2,Insr,novel,EXCLUDED not ligand
Ahsg_Insr,Ahsg,Insr,novel,literature supported
Ins1_Insr,Ins1,Insr,known,literature supported
Ins2_Insr,Ins2,Insr,known,literature supported
AC013548.1_Insr,AC013548.1,Insr,known,literature supported
Igf2_Insr,Igf2,Insr,known,literature supported
Hras_Insr,Hras,Insr,novel,literature supported
Gip_Insr,Gip,Insr,novel,putative
Nampt_Insr,Nampt,Insr,known,literature supported
Jag1_Notch4,Jag1,Notch4,known,literature supported
Jag2_Notch4,Jag2,Notch4,known,putative
Dlk1_Notch4,Dlk1,Notch4,known,putative
Dll4_Notch4,Dll4,Notch4,known,literature supported
Thbs2_Notch4,Thbs2,Notch4,novel,putative
Dll1_Notch4,Dll1,Notch4,known,putative
H2-Bl_Notch4,H2-Bl,Notch4,novel,putative
H2-Q2_Notch4,H2-Q2,Notch4,novel,putative
H2-T23_Notch4,H2-T23,Notch4,novel,putative
H2-K1_Notch4,H2-K1,Notch4,novel,putative
H2-Q5_Notch4,H2-Q5,Notch4,novel,putative
H2-M5_Notch4,H2-M5,Notch4,novel,putative
H2-Q1_Notch4,H2-Q1,Notch4,novel,putative
H2-M2_Notch4,H2-M2,Notch4,novel,putative
H2-M11_Notch4,H2-M11,Notch4,novel,putative
H2-D1_Notch4,H2-D1,Notch4,novel,putative
H2-Q6_Notch4,H2-Q6,Notch4,novel,putative
H2-Q7_Notch4,H2-Q7,Notch4,novel,putative
H2-Q4_Notch4,H2-Q4,Notch4,novel,putative
Gm8909_Notch4,Gm8909,Notch4,novel,putative
Gm7030_Notch4,Gm7030,Notch4,novel,putative
H2-M3_Notch4,H2-M3,Notch4,novel,putative
H2-M9_Notch4,H2-M9,Notch4,novel,putative
H2-M1_Notch4,H2-M1,Notch4,novel,putative
H2-Q10_Notch4,H2-Q10,Notch4,novel,putative
Gm11127_Notch4,Gm11127,Notch4,novel,putative
H2-T3_Notch4,H2-T3,Notch4,novel,putative
Dll3_Notch4,Dll3,Notch4,known,putative
Psen1_Notch4,Psen1,Notch4,novel,literature supported
Krtap4-2_Catsper1,Krtap4-2,Catsper1,novel,literature supported
Krtap4-7_Catsper1,Krtap4-7,Catsper1,novel,literature supported
Gm11555_Catsper1,Gm11555,Catsper1,novel,literature supported
Krtap4-1_Catsper1,Krtap4-1,Catsper1,novel,literature supported
Gm11563_Catsper1,Gm11563,Catsper1,novel,literature supported
Efemp2_Catsper1,Efemp2,Catsper1,novel,literature supported
Hgf_Sdc1,Hgf,Sdc1,novel,literature supported
Hspg2_Sdc1,Hspg2,Sdc1,novel,putative
Fgf2_Sdc1,Fgf2,Sdc1,novel,literature supported
Ptn_Sdc1,Ptn,Sdc1,novel,literature supported
Hmgb1_Sdc1,Hmgb1,Sdc1,novel,literature supported
Slit1_Sdc1,Slit1,Sdc1,known,literature supported
Ccl5_Sdc1,Ccl5,Sdc1,novel,literature supported
Tnc_Sdc1,Tnc,Sdc1,novel,putative
Mdk_Sdc1,Mdk,Sdc1,novel,literature supported
Slit2_Sdc1,Slit2,Sdc1,known,literature supported
Lpl_Sdc1,Lpl,Sdc1,novel,literature supported
Lama5_Sdc1,Lama5,Sdc1,novel,putative
Thbs1_Sdc1,Thbs1,Sdc1,known,literature supported
Wnt5a_Mcam,Wnt5a,Mcam,novel,literature supported
Cel_Cxcr4,Cel,Cxcr4,novel,literature supported
Cxcl12_Cxcr4,Cxcl12,Cxcr4,known,literature supported
Tgfb1_Cxcr4,Tgfb1,Cxcr4,novel,putative
Gnai2_Oprm1,Gnai2,Oprm1,novel,literature supported
Calm1_Oprm1,Calm1,Oprm1,novel,EXCLUDED not ligand
Calm3_Oprm1,Calm3,Oprm1,novel,EXCLUDED not ligand
Pomc_Oprm1,Pomc,Oprm1,known,literature supported
Pdyn_Oprm1,Pdyn,Oprm1,known,literature supported
Penk_Oprm1,Penk,Oprm1,known,literature supported
Calm1_Kcnq1,Calm1,Kcnq1,novel,EXCLUDED not ligand
Calm3_Kcnq1,Calm3,Kcnq1,novel,EXCLUDED not ligand
Calm2_Kcnq1,Calm2,Kcnq1,novel,EXCLUDED not ligand
Crp_Olr1,Crp,Olr1,novel,literature supported
Apob_Olr1,Apob,Olr1,novel,literature supported
Gnai2_Mtnr1b,Gnai2,Mtnr1b,novel,literature supported
Aanat_Mtnr1b,Aanat,Mtnr1b,known,literature supported
Npy_Fap,Npy,Fap,novel,literature supported
Pyy_Fap,Pyy,Fap,novel,literature supported
Cdh1_Itgae,Cdh1,Itgae,known,literature supported
Col8a1_Itga1,Col8a1,Itga1,novel,literature supported
Col4a1_Itga1,Col4a1,Itga1,known,literature supported
Matn1_Itga1,Matn1,Itga1,novel,literature supported
Col6a3_Itga1,Col6a3,Itga1,novel,putative
Sorbs1_Itga1,Sorbs1,Itga1,novel,putative
Col1a2_Itga1,Col1a2,Itga1,novel,putative
Col1a1_Itga1,Col1a1,Itga1,novel,putative
Lamb1_Itga1,Lamb1,Itga1,novel,putative
Lamc1_Itga1,Lamc1,Itga1,novel,putative
Sema7a_Itga1,Sema7a,Itga1,novel,literature supported
Col4a3_Itga1,Col4a3,Itga1,novel,putative
Col2a1_Itga1,Col2a1,Itga1,novel,putative
Col5a1_Itga1,Col5a1,Itga1,novel,putative
Col6a1_Itga1,Col6a1,Itga1,novel,putative
Col6a2_Itga1,Col6a2,Itga1,novel,putative
Lama2_Itga1,Lama2,Itga1,novel,putative
Col4a4_Itga1,Col4a4,Itga1,novel,putative
Lama1_Itga1,Lama1,Itga1,novel,literature supported
Col4a6_Itga1,Col4a6,Itga1,novel,putative
Col4a5_Itga1,Col4a5,Itga1,novel,putative
Dusp18_Itga1,Dusp18,Itga1,known,EXCLUDED not ligand
Col5a2_Itga1,Col5a2,Itga1,novel,putative
Gpi1_Amfr,Gpi1,Amfr,known,literature supported
Chad_Itga2,Chad,Itga2,known,literature supported
Col8a1_Itga2,Col8a1,Itga2,novel,literature supported
Col4a1_Itga2,Col4a1,Itga2,novel,putative
Fn1_Itga2,Fn1,Itga2,known,literature supported
Hspg2_Itga2,Hspg2,Itga2,novel,literature supported
Col6a3_Itga2,Col6a3,Itga2,novel,putative
Mmp1b_Itga2,Mmp1b,Itga2,novel,literature supported
Mmp1a_Itga2,Mmp1a,Itga2,novel,literature supported
Col1a2_Itga2,Col1a2,Itga2,novel,literature supported
Lamc2_Itga2,Lamc2,Itga2,novel,putative
Lamb3_Itga2,Lamb3,Itga2,novel,putative
Col1a1_Itga2,Col1a1,Itga2,known,literature supported
Lamb1_Itga2,Lamb1,Itga2,novel,putative
Lamc1_Itga2,Lamc1,Itga2,novel,putative
Lamc3_Itga2,Lamc3,Itga2,novel,putative
Col4a3_Itga2,Col4a3,Itga2,novel,putative
Col2a1_Itga2,Col2a1,Itga2,known,literature supported
Tnc_Itga2,Tnc,Itga2,novel,putative
Col11a1_Itga2,Col11a1,Itga2,novel,putative
Col6a1_Itga2,Col6a1,Itga2,novel,putative
Col6a2_Itga2,Col6a2,Itga2,novel,putative
Col7a1_Itga2,Col7a1,Itga2,novel,putative
Lama2_Itga2,Lama2,Itga2,novel,putative
Col4a4_Itga2,Col4a4,Itga2,novel,putative
Lama1_Itga2,Lama1,Itga2,novel,literature supported
Col4a6_Itga2,Col4a6,Itga2,novel,putative
Lama5_Itga2,Lama5,Itga2,novel,putative
Col4a5_Itga2,Col4a5,Itga2,novel,putative
Dusp18_Itga2,Dusp18,Itga2,known,EXCLUDED not ligand
Col3a1_Itga2,Col3a1,Itga2,novel,putative
Fga_Itgax,Fga,Itgax,known,literature supported
C3_Itgax,C3,Itgax,known,literature supported
Icam1_Itgax,Icam1,Itgax,known,literature supported
Lpl_Gpihbp1,Lpl,Gpihbp1,novel,literature supported
Tnfsf18_Tnfrsf18,Tnfsf18,Tnfrsf18,known,literature supported
Nucb2_Erap1,Nucb2,Erap1,known,EXCLUDED not receptor
Nrg1_Gpc1,Nrg1,Gpc1,novel,putative
App_Gpc1,App,Gpc1,novel,literature supported
Serpinc1_Gpc1,Serpinc1,Gpc1,novel,putative
Col18a1_Gpc1,Col18a1,Gpc1,known,literature supported
Slit1_Gpc1,Slit1,Gpc1,known,literature supported
Tdgf1_Gpc1,Tdgf1,Gpc1,novel,putative
Slit2_Gpc1,Slit2,Gpc1,known,literature supported
Vegfa_Gpc1,Vegfa,Gpc1,novel,literature supported
Lama1_Gpc1,Lama1,Gpc1,novel,putative
B2m_Hfe,B2m,Hfe,novel,literature supported
Fn1_Robo4,Fn1,Robo4,novel,putative
Slit2_Robo4,Slit2,Robo4,known,literature supported
Tnfsf4_Tnfrsf4,Tnfsf4,Tnfrsf4,known,literature supported
Sema4d_Plxnb1,Sema4d,Plxnb1,known,literature supported
Gnai2_Chrm1,Gnai2,Chrm1,novel,literature supported
Ngf_Maged1,Ngf,Maged1,novel,putative
Ngf_Ntrk1,Ngf,Ntrk1,known,literature supported
Ctgf_Ntrk1,Ctgf,Ntrk1,novel,literature supported
Ntf5_Ntrk1,Ntf5,Ntrk1,known,literature supported
Ntf3_Ntrk1,Ntf3,Ntrk1,known,literature supported
Iapp_Ramp3,Iapp,Ramp3,novel,putative
Serpina7_Slc16a2,Serpina7,Slc16a2,novel,literature supported
Tac4_Tacr3,Tac4,Tacr3,known,literature supported
Tac1_Tacr3,Tac1,Tacr3,known,literature supported
Tac2_Tacr3,Tac2,Tacr3,known,literature supported
Nrtn_Gfra2,Nrtn,Gfra2,known,literature supported
Gdnf_Gfra2,Gdnf,Gfra2,known,literature supported
Vtn_Pvr,Vtn,Pvr,novel,literature supported
Ntn1_Unc5d,Ntn1,Unc5d,novel,literature supported
Rtn4_Cntnap1,Rtn4,Cntnap1,novel,literature supported
Tnfsf13b_Tnfrsf17,Tnfsf13b,Tnfrsf17,known,literature supported
Tnfsf13_Tnfrsf17,Tnfsf13,Tnfrsf17,known,literature supported
H2-Bl_Cd3g,H2-Bl,Cd3g,novel,putative
H2-Q2_Cd3g,H2-Q2,Cd3g,novel,putative
H2-T23_Cd3g,H2-T23,Cd3g,novel,putative
H2-K1_Cd3g,H2-K1,Cd3g,novel,putative
H2-Q5_Cd3g,H2-Q5,Cd3g,novel,putative
H2-M5_Cd3g,H2-M5,Cd3g,novel,putative
H2-Q1_Cd3g,H2-Q1,Cd3g,novel,putative
H2-M2_Cd3g,H2-M2,Cd3g,novel,putative
H2-M11_Cd3g,H2-M11,Cd3g,novel,putative
H2-D1_Cd3g,H2-D1,Cd3g,novel,putative
H2-Q6_Cd3g,H2-Q6,Cd3g,novel,putative
H2-Q7_Cd3g,H2-Q7,Cd3g,novel,putative
H2-Q4_Cd3g,H2-Q4,Cd3g,novel,putative
Gm8909_Cd3g,Gm8909,Cd3g,novel,putative
Gm7030_Cd3g,Gm7030,Cd3g,novel,putative
H2-M3_Cd3g,H2-M3,Cd3g,novel,putative
H2-M9_Cd3g,H2-M9,Cd3g,novel,putative
H2-M1_Cd3g,H2-M1,Cd3g,novel,putative
H2-Q10_Cd3g,H2-Q10,Cd3g,novel,putative
Gm11127_Cd3g,Gm11127,Cd3g,novel,putative
H2-T3_Cd3g,H2-T3,Cd3g,novel,putative
B2m_Cd3g,B2m,Cd3g,novel,putative
Nxph3_Nrxn2,Nxph3,Nrxn2,known,literature supported
Nlgn1_Nrxn2,Nlgn1,Nrxn2,novel,literature supported
Nxph1_Nrxn2,Nxph1,Nrxn2,known,literature supported
Nlgn2_Nrxn2,Nlgn2,Nrxn2,known,literature supported
Nlgn3_Nrxn2,Nlgn3,Nrxn2,known,literature supported
Tnfsf11_Tnfrsf11a,Tnfsf11,Tnfrsf11a,known,literature supported
Rln3_Rxfp3,Rln3,Rxfp3,known,literature supported
Insl5_Rxfp3,Insl5,Rxfp3,known,literature supported
Shh_Gpc5,Shh,Gpc5,novel,literature supported
Rspo1_Znrf3,Rspo1,Znrf3,novel,literature supported
Sst_Sstr5,Sst,Sstr5,known,literature supported
Cort_Sstr5,Cort,Sstr5,known,literature supported
Itih2_Fcer1a,Itih2,Fcer1a,novel,literature supported
Efnb2_Pecam1,Efnb2,Pecam1,novel,literature supported
Gh_Ghr,Gh,Ghr,known,literature supported
Gh_Ghr,Gh,Ghr,novel,putative
Tac4_Tacr2,Tac4,Tacr2,novel,literature supported
Tac1_Tacr2,Tac1,Tacr2,known,literature supported
Tac2_Tacr2,Tac2,Tacr2,known,literature supported
Tph1_Htr1a,Tph1,Htr1a,known,EXCLUDED not ligand
Wnt11_Fzd7,Wnt11,Fzd7,known,literature supported
Wnt3a_Fzd7,Wnt3a,Fzd7,novel,literature supported
Myoc_Fzd7,Myoc,Fzd7,novel,literature supported
Wnt2_Fzd7,Wnt2,Fzd7,novel,literature supported
Wnt5a_Fzd7,Wnt5a,Fzd7,known,literature supported
Wnt1_Fzd7,Wnt1,Fzd7,novel,putative
Wnt3_Fzd7,Wnt3,Fzd7,novel,literature supported
Gnas_Ptgir,Gnas,Ptgir,novel,literature supported
Pip_Nptn,Pip,Nptn,novel,putative
Gnai2_Lhcgr,Gnai2,Lhcgr,novel,literature supported
Gnas_Lhcgr,Gnas,Lhcgr,novel,literature supported
Cga_Lhcgr,Cga,Lhcgr,known,literature supported
Lhb_Lhcgr,Lhb,Lhcgr,known,literature supported
Mepe_Phex,Mepe,Phex,novel,literature supported
Fgf23_Phex,Fgf23,Phex,novel,literature supported
Il16_Kcnj15,Il16,Kcnj15,novel,literature supported
B2m_Klrc1,B2m,Klrc1,novel,putative
B2m_Klrc2,B2m,Klrc2,novel,putative
B2m_Klrc3,B2m,Klrc3,novel,putative
Tgfb2_Eng,Tgfb2,Eng,novel,literature supported
Bmp2_Eng,Bmp2,Eng,novel,literature supported
Bmp10_Eng,Bmp10,Eng,novel,literature supported
Inhbe_Eng,Inhbe,Eng,novel,putative
Tgfb3_Eng,Tgfb3,Eng,novel,literature supported
Tgfb1_Eng,Tgfb1,Eng,novel,literature supported
Inhba_Eng,Inhba,Eng,novel,literature supported
Bmp7_Eng,Bmp7,Eng,novel,literature supported
Gdf2_Eng,Gdf2,Eng,novel,literature supported
Apln_Aplnr,Apln,Aplnr,known,literature supported
Fgf13_Scn5a,Fgf13,Scn5a,novel,literature supported
Ptgs2_Alox5,Ptgs2,Alox5,novel,EXCLUDED not receptor
Alox5ap_Alox5,Alox5ap,Alox5,known,EXCLUDED not receptor
Ccl25_Ccr10,Ccl25,Ccr10,novel,literature supported
Cxcl13_Ccr10,Cxcl13,Ccr10,novel,literature supported
CR974586.5_Ccr10,CR974586.5,Ccr10,novel,literature supported
CR974586.3_Ccr10,CR974586.3,Ccr10,novel,literature supported
Ccl19_Ccr10,Ccl19,Ccr10,novel,literature supported
Gm2564_Ccr10,Gm2564,Ccr10,novel,literature supported
Ccl28_Ccr10,Ccl28,Ccr10,known,literature supported
Ccl27b_Ccr10,Ccl27b,Ccr10,known,literature supported
Ccl27a_Ccr10,Ccl27a,Ccr10,known,literature supported
Ccl27_Ccr10,Ccl27,Ccr10,known,literature supported
Gm13306_Ccr10,Gm13306,Ccr10,known,literature supported
Ccl2_Ccr10,Ccl2,Ccr10,novel,literature supported
Ccl7_Ccr10,Ccl7,Ccr10,novel,literature supported
Cck_Cckar,Cck,Cckar,known,literature supported
Hspa1b_Grin2d,Hspa1b,Grin2d,novel,EXCLUDED not ligand
Hspa1a_Grin2d,Hspa1a,Grin2d,novel,EXCLUDED not ligand
Il16_Grin2d,Il16,Grin2d,novel,literature supported
Hras_Grin2d,Hras,Grin2d,novel,literature supported
Sema6d_Tyrobp,Sema6d,Tyrobp,novel,literature supported
Gzmc_Igf2r,Gzmc,Igf2r,known,literature supported
Gzmb_Igf2r,Gzmb,Igf2r,known,literature supported
Plau_Igf2r,Plau,Igf2r,novel,literature supported
AC013548.1_Igf2r,AC013548.1,Igf2r,known,literature supported
Igf2_Igf2r,Igf2,Igf2r,known,literature supported
Trh_Trhr,Trh,Trhr,known,literature supported
Csf2_Csf2ra,Csf2,Csf2ra,known,literature supported
Rarres2_Gpr1,Rarres2,Gpr1,known,literature supported
Gnai2_S1pr4,Gnai2,S1pr4,novel,putative
Calm1_Abca1,Calm1,Abca1,novel,EXCLUDED not ligand
Calm3_Abca1,Calm3,Abca1,novel,EXCLUDED not ligand
Calm2_Abca1,Calm2,Abca1,novel,EXCLUDED not ligand
Shank1_Abca1,Shank1,Abca1,novel,literature supported
Rims2_Abca1,Rims2,Abca1,novel,literature supported
Lin7c_Abca1,Lin7c,Abca1,novel,literature supported
Pltp_Abca1,Pltp,Abca1,novel,literature supported
Shbg_Cldn4,Shbg,Cldn4,novel,literature supported
Calm1_Scn10a,Calm1,Scn10a,novel,EXCLUDED not ligand
Calm3_Scn10a,Calm3,Scn10a,novel,EXCLUDED not ligand
Calm2_Scn10a,Calm2,Scn10a,novel,EXCLUDED not ligand
Rims1_Slc18a2,Rims1,Slc18a2,novel,putative
Scgb1a1_Lmbr1l,Scgb1a1,Lmbr1l,novel,literature supported
