pairname,ligand,receptor,Pair.Source,Pair.Evidence
FN1_CD44,FN1,CD44,novel,literature supported
FN1_CD79A,FN1,CD79A,novel,putative
FN1_COL13A1,FN1,COL13A1,novel,literature supported
FN1_FLT4,FN1,FLT4,novel,putative
FN1_IL17RC,FN1,IL17RC,novel,putative
FN1_ITGA2,FN1,ITGA2,known,literature supported
FN1_ITGA2B,FN1,ITGA2B,known,literature supported
FN1_ITGA3,FN1,ITGA3,novel,literature supported
FN1_ITGA4,FN1,ITGA4,known,literature supported
FN1_ITGA5,FN1,ITGA5,known,literature supported
FN1_ITGA6,FN1,ITGA6,novel,putative
FN1_ITGA8,FN1,ITGA8,known,literature supported
FN1_ITGA9,FN1,ITGA9,novel,literature supported
FN1_ITGAV,FN1,ITGAV,novel,literature supported
FN1_ITGB1,FN1,ITGB1,known,literature supported
FN1_ITGB3,FN1,ITGB3,known,literature supported
FN1_ITGB6,FN1,ITGB6,known,literature supported
FN1_ITGB7,FN1,ITGB7,novel,literature supported
FN1_ITGB8,FN1,ITGB8,known,literature supported
FN1_MAG,FN1,MAG,novel,literature supported
FN1_NT5E,FN1,NT5E,novel,literature supported
FN1_PLAUR,FN1,PLAUR,novel,literature supported
FN1_ROBO4,FN1,ROBO4,novel,putative
FN1_SDC2,FN1,SDC2,known,literature supported
FN1_TMPRSS6,FN1,TMPRSS6,novel,literature supported
FN1_TNFRSF11B,FN1,TNFRSF11B,novel,literature supported
FN1_TSHR,FN1,TSHR,novel,literature supported
FSHB_FSHR,FSHB,FSHR,known,literature supported
FST_BMPR1B,FST,BMPR1B,novel,putative
FST_BMPR2,FST,BMPR2,novel,putative
FST_HFE2,FST,HFE2,novel,putative
GAD1_GRM4,GAD1,GRM4,known,EXCLUDED not ligand
GALP_GALR1,GALP,GALR1,known,literature supported
GALP_GALR2,GALP,GALR2,known,literature supported
GALP_GALR3,GALP,GALR3,known,literature supported
GAL_GALR1,GAL,GALR1,known,literature supported
GAL_GALR2,GAL,GALR2,known,literature supported
GAL_GALR3,GAL,GALR3,known,literature supported
GAL_GPR151,GAL,GPR151,novel,literature supported
GAS6_AXL,GAS6,AXL,known,literature supported
GAS6_MERTK,GAS6,MERTK,known,literature supported
GAS6_TYRO3,GAS6,TYRO3,known,literature supported
GAST_CCKBR,GAST,CCKBR,known,literature supported
GCG_GCGR,GCG,GCGR,known,literature supported
GCG_GLP1R,GCG,GLP1R,known,literature supported
GCG_GLP2R,GCG,GLP2R,known,literature supported
GDF10_ACVR1B,GDF10,ACVR1B,novel,putative
GDF11_ACVR1B,GDF11,ACVR1B,known,literature supported
GDF11_ACVR2A,GDF11,ACVR2A,known,literature supported
GDF11_ACVR2B,GDF11,ACVR2B,known,literature supported
GDF2_ACVR1,GDF2,ACVR1,novel,literature supported
GDF2_ACVR2A,GDF2,ACVR2A,novel,literature supported
GDF2_ACVR2B,GDF2,ACVR2B,novel,literature supported
GDF2_ACVRL1,GDF2,ACVRL1,known,literature supported
GDF2_BMPR2,GDF2,BMPR2,novel,literature supported
GDF2_ENG,GDF2,ENG,novel,literature supported
GDF5_ACVR1,GDF5,ACVR1,novel,literature supported
GDF5_ACVR2A,GDF5,ACVR2A,novel,literature supported
GDF5_ACVR2B,GDF5,ACVR2B,novel,literature supported
GDF5_BMPR1A,GDF5,BMPR1A,novel,literature supported
GDF5_BMPR1B,GDF5,BMPR1B,known,literature supported
GDF5_BMPR2,GDF5,BMPR2,known,literature supported
GDF5_ROR2,GDF5,ROR2,known,literature supported
GDF6_BMPR1A,GDF6,BMPR1A,known,literature supported
GDF6_BMPR1B,GDF6,BMPR1B,novel,literature supported
GDF6_BMPR2,GDF6,BMPR2,known,literature supported
GDF7_ACVR2A,GDF7,ACVR2A,known,literature supported
GDF7_BMPR1A,GDF7,BMPR1A,known,literature supported
GDF7_BMPR2,GDF7,BMPR2,known,literature supported
GDF9_ACVR2A,GDF9,ACVR2A,novel,literature supported
GDF9_BMPR1A,GDF9,BMPR1A,novel,literature supported
GDF9_BMPR1B,GDF9,BMPR1B,novel,literature supported
GDF9_BMPR2,GDF9,BMPR2,known,literature supported
GDF9_FXYD6,GDF9,FXYD6,novel,literature supported
GDF9_ORAI2,GDF9,ORAI2,novel,literature supported
GDF9_TGFBR1,GDF9,TGFBR1,known,literature supported
GDNF_EDNRB,GDNF,EDNRB,novel,putative
GDNF_GFRA1,GDNF,GFRA1,known,literature supported
GDNF_GFRA2,GDNF,GFRA2,known,literature supported
GDNF_RET,GDNF,RET,known,literature supported
GDNF_SLC44A5,GDNF,SLC44A5,novel,putative
GH1_GHR,GH1,GHR,known,literature supported
GH1_PRLR,GH1,PRLR,novel,literature supported
GH2_GHR,GH2,GHR,known,literature supported
GHRH_GHRHR,GHRH,GHRHR,known,literature supported
GHRH_VIPR1,GHRH,VIPR1,known,literature supported
GHRL_GHRHR,GHRL,GHRHR,novel,literature supported
GHRL_GHSR,GHRL,GHSR,known,literature supported
GHRL_GPR39,GHRL,GPR39,known,literature supported
GHRL_MLNR,GHRL,MLNR,novel,literature supported
GIP_DPP4,GIP,DPP4,novel,literature supported
GIP_GIPR,GIP,GIPR,known,literature supported
GIP_INSR,GIP,INSR,novel,putative
GNAI2_ADCY1,GNAI2,ADCY1,novel,literature supported
GNAI2_ADCY7,GNAI2,ADCY7,novel,putative
GNAI2_ADCY8,GNAI2,ADCY8,novel,putative
GNAI2_ADCY9,GNAI2,ADCY9,novel,putative
GNAI2_ADORA1,GNAI2,ADORA1,novel,literature supported
GNAI2_ADRA2A,GNAI2,ADRA2A,novel,literature supported
GNAI2_ADRA2B,GNAI2,ADRA2B,novel,literature supported
GNAI2_AGTR2,GNAI2,AGTR2,novel,literature supported
GNAI2_C5AR1,GNAI2,C5AR1,novel,literature supported
GNAI2_CAV1,GNAI2,CAV1,novel,literature supported
GNAI2_CCR5,GNAI2,CCR5,novel,literature supported
GNAI2_CHRM1,GNAI2,CHRM1,novel,literature supported
GNAI2_CNR1,GNAI2,CNR1,novel,literature supported
GNAI2_CXCR1,GNAI2,CXCR1,novel,literature supported
GNAI2_CXCR2,GNAI2,CXCR2,novel,literature supported
GNAI2_CXCR3,GNAI2,CXCR3,novel,putative
GNAI2_DRD2,GNAI2,DRD2,novel,literature supported
GNAI2_EDNRA,GNAI2,EDNRA,novel,literature supported
GNAI2_EDNRB,GNAI2,EDNRB,novel,putative
GNAI2_EGFR,GNAI2,EGFR,novel,literature supported
GNAI2_F2R,GNAI2,F2R,novel,literature supported
GNAI2_FPR1,GNAI2,FPR1,novel,literature supported
GNAI2_IGF1R,GNAI2,IGF1R,novel,literature supported
GNAI2_LHCGR,GNAI2,LHCGR,novel,literature supported
GNAI2_LPAR3,GNAI2,LPAR3,novel,literature supported
GNAI2_MTNR1A,GNAI2,MTNR1A,novel,literature supported
GNAI2_MTNR1B,GNAI2,MTNR1B,novel,literature supported
GNAI2_OPRD1,GNAI2,OPRD1,novel,literature supported
GNAI2_OPRM1,GNAI2,OPRM1,novel,literature supported
GNAI2_P2RY12,GNAI2,P2RY12,novel,literature supported
GNAI2_PTPRU,GNAI2,PTPRU,novel,literature supported
GNAI2_S1PR1,GNAI2,S1PR1,novel,putative
GNAI2_S1PR3,GNAI2,S1PR3,novel,putative
GNAI2_S1PR4,GNAI2,S1PR4,novel,putative
GNAI2_S1PR5,GNAI2,S1PR5,novel,putative
GNAI2_TBXA2R,GNAI2,TBXA2R,novel,literature supported
GNAI2_TSHR,GNAI2,TSHR,novel,literature supported
GNAI2_UNC5B,GNAI2,UNC5B,novel,putative
GNAS_ADCY1,GNAS,ADCY1,novel,putative
GNAS_ADCY7,GNAS,ADCY7,novel,putative
GNAS_ADCY8,GNAS,ADCY8,novel,putative
GNAS_ADCY9,GNAS,ADCY9,novel,putative
GNAS_ADORA1,GNAS,ADORA1,novel,literature supported
GNAS_ADRB3,GNAS,ADRB3,novel,literature supported
GNAS_AVPR2,GNAS,AVPR2,novel,literature supported
GNAS_CRHR1,GNAS,CRHR1,novel,literature supported
GNAS_GCGR,GNAS,GCGR,novel,literature supported
GNAS_GLP1R,GNAS,GLP1R,novel,putative
GNAS_HTR6,GNAS,HTR6,novel,literature supported
GNAS_LHCGR,GNAS,LHCGR,novel,literature supported
GNAS_PTGDR,GNAS,PTGDR,novel,literature supported
GNAS_PTGIR,GNAS,PTGIR,novel,literature supported
GNAS_TSHR,GNAS,TSHR,novel,literature supported
GNAS_VIPR1,GNAS,VIPR1,novel,literature supported
GNB3_GABBR2,GNB3,GABBR2,novel,putative
GNB3_TGFBR1,GNB3,TGFBR1,novel,literature supported
GNRH1_GNRHR,GNRH1,GNRHR,known,literature supported
GNRH2_GNRHR,GNRH2,GNRHR,known,literature supported
GPC3_CD81,GPC3,CD81,novel,literature supported
GPC3_IGF1R,GPC3,IGF1R,novel,literature supported
GPHA2_TSHR,GPHA2,TSHR,known,literature supported
GPI_AMFR,GPI,AMFR,known,literature supported
GREM1_KDR,GREM1,KDR,novel,putative
GRP_BRS3,GRP,BRS3,novel,literature supported
GRP_GRPR,GRP,GRPR,known,literature supported
GRP_NMBR,GRP,NMBR,novel,literature supported
GSTP1_TRAF2,GSTP1,TRAF2,known,literature supported
GUCA2A_GUCY2C,GUCA2A,GUCY2C,known,literature supported
GUCA2B_GUCY2C,GUCA2B,GUCY2C,known,literature supported
GUCA2B_GUCY2D,GUCA2B,GUCY2D,novel,literature supported
GZMB_CHRM3,GZMB,CHRM3,novel,literature supported
GZMB_IGF2R,GZMB,IGF2R,known,literature supported
GZMB_PGRMC1,GZMB,PGRMC1,novel,putative
HAS2_CD44,HAS2,CD44,known,literature supported
HAS2_HMMR,HAS2,HMMR,known,literature supported
HBEGF_CD44,HBEGF,CD44,novel,literature supported
HBEGF_CD82,HBEGF,CD82,novel,literature supported
HBEGF_CD9,HBEGF,CD9,novel,literature supported
HBEGF_EGFR,HBEGF,EGFR,known,literature supported
HBEGF_ERBB2,HBEGF,ERBB2,novel,literature supported
HBEGF_ERBB4,HBEGF,ERBB4,known,literature supported
HBEGF_PRLR,HBEGF,PRLR,novel,putative
HCRT_HCRTR1,HCRT,HCRTR1,known,literature supported
HCRT_HCRTR2,HCRT,HCRTR2,known,literature supported
HCRT_NPFFR2,HCRT,NPFFR2,novel,literature supported
HDC_HRH1,HDC,HRH1,known,EXCLUDED not ligand
HDC_HRH2,HDC,HRH2,known,EXCLUDED not ligand
HDC_HRH3,HDC,HRH3,known,EXCLUDED not ligand
HDC_HRH4,HDC,HRH4,known,EXCLUDED not ligand
HEBP1_FPR3,HEBP1,FPR3,known,literature supported
HGF_CD44,HGF,CD44,novel,literature supported
HGF_MET,HGF,MET,known,literature supported
HGF_SDC1,HGF,SDC1,novel,literature supported
HGF_SDC2,HGF,SDC2,novel,literature supported
HGF_ST14,HGF,ST14,novel,literature supported
HHIPL2_CACHD1,HHIPL2,CACHD1,novel,putative
HHLA3_CHRM3,HHLA3,CHRM3,novel,putative
HLA-A_APLP2,HLA-A,APLP2,novel,literature supported
HLA-A_CD3D,HLA-A,CD3D,novel,putative
HLA-A_CD3G,HLA-A,CD3G,novel,putative
HLA-A_ERBB2,HLA-A,ERBB2,novel,literature supported
HLA-A_KIR2DL1,HLA-A,KIR2DL1,novel,putative
HLA-A_KIR2DL3,HLA-A,KIR2DL3,novel,putative
HLA-A_KIR3DL1,HLA-A,KIR3DL1,novel,literature supported
HLA-A_KIR3DL2,HLA-A,KIR3DL2,known,literature supported
HLA-A_LILRB1,HLA-A,LILRB1,novel,literature supported
HLA-A_LILRB2,HLA-A,LILRB2,novel,literature supported
HLA-B_CANX,HLA-B,CANX,novel,literature supported
HLA-B_CD3D,HLA-B,CD3D,novel,putative
HLA-B_CD3G,HLA-B,CD3G,novel,putative
HLA-B_KIR2DL3,HLA-B,KIR2DL3,novel,putative
HLA-B_KIR3DL1,HLA-B,KIR3DL1,known,literature supported
HLA-B_KLRD1,HLA-B,KLRD1,novel,literature supported
HLA-B_LILRB1,HLA-B,LILRB1,novel,literature supported
HLA-B_LILRB2,HLA-B,LILRB2,novel,literature supported
HLA-C_CD3D,HLA-C,CD3D,novel,putative
HLA-C_CD3G,HLA-C,CD3G,novel,putative
HLA-C_DDR1,HLA-C,DDR1,novel,putative
HLA-C_KIR2DL1,HLA-C,KIR2DL1,known,literature supported
HLA-C_KIR2DL3,HLA-C,KIR2DL3,known,literature supported
HLA-C_KIR2DS4,HLA-C,KIR2DS4,known,literature supported
HLA-C_KIR3DL1,HLA-C,KIR3DL1,novel,putative
HLA-C_LILRA3,HLA-C,LILRA3,novel,literature supported
HLA-C_LILRB1,HLA-C,LILRB1,novel,literature supported
HLA-C_LILRB2,HLA-C,LILRB2,novel,literature supported
HLA-C_NOTCH4,HLA-C,NOTCH4,novel,putative
HLA-C_SLC9C2,HLA-C,SLC9C2,novel,putative
HLA-E_KIR3DL1,HLA-E,KIR3DL1,novel,putative
HLA-E_KLRC1,HLA-E,KLRC1,known,literature supported
HLA-E_KLRC2,HLA-E,KLRC2,known,literature supported
HLA-E_KLRD1,HLA-E,KLRD1,known,literature supported
HLA-E_SLC16A4,HLA-E,SLC16A4,novel,putative
HLA-G_CD4,HLA-G,CD4,novel,putative
HLA-G_KIR2DL4,HLA-G,KIR2DL4,known,literature supported
HLA-G_KLRC1,HLA-G,KLRC1,known,literature supported
HLA-G_KLRD1,HLA-G,KLRD1,known,literature supported
HLA-G_LILRB1,HLA-G,LILRB1,known,literature supported
HLA-G_LILRB2,HLA-G,LILRB2,novel,literature supported
HMGB1_SDC1,HMGB1,SDC1,novel,literature supported
HMGB1_THBD,HMGB1,THBD,novel,literature supported
HP_ASGR1,HP,ASGR1,novel,putative
HP_ASGR2,HP,ASGR2,novel,putative
HP_ITGAM,HP,ITGAM,novel,literature supported
HP_ITGB2,HP,ITGB2,novel,literature supported
HRAS_AGTR1,HRAS,AGTR1,novel,literature supported
HRAS_CAV1,HRAS,CAV1,novel,literature supported
HRAS_GRIN2D,HRAS,GRIN2D,novel,literature supported
HRAS_INSR,HRAS,INSR,novel,literature supported
HRAS_SDC2,HRAS,SDC2,novel,putative
HRAS_TLR2,HRAS,TLR2,novel,literature supported
HRAS_TLR9,HRAS,TLR9,novel,literature supported
HRG_FCGR1A,HRG,FCGR1A,novel,literature supported
HSP90AA1_CFTR,HSP90AA1,CFTR,novel,literature supported
HSP90AA1_EGFR,HSP90AA1,EGFR,novel,literature supported
HSP90AA1_FGFR3,HSP90AA1,FGFR3,novel,literature supported
HSP90B1_ASGR1,HSP90B1,ASGR1,novel,EXCLUDED not ligand
HSP90B1_ERBB2,HSP90B1,ERBB2,novel,EXCLUDED not ligand
HSP90B1_LRP1,HSP90B1,LRP1,known,EXCLUDED not ligand
HSP90B1_TLR1,HSP90B1,TLR1,novel,EXCLUDED not ligand
HSP90B1_TLR2,HSP90B1,TLR2,novel,EXCLUDED not ligand
HSP90B1_TLR4,HSP90B1,TLR4,novel,EXCLUDED not ligand
HSP90B1_TLR7,HSP90B1,TLR7,novel,EXCLUDED not ligand
HSP90B1_TLR9,HSP90B1,TLR9,novel,EXCLUDED not ligand
HSPA1A_GRIN2D,HSPA1A,GRIN2D,novel,EXCLUDED not ligand
HSPA1A_TLR4,HSPA1A,TLR4,novel,EXCLUDED not ligand
HSPG2_CHRM3,HSPG2,CHRM3,novel,putative
HSPG2_COL13A1,HSPG2,COL13A1,novel,literature supported
HSPG2_ITGA2,HSPG2,ITGA2,novel,literature supported
HSPG2_ITGB1,HSPG2,ITGB1,novel,literature supported
HSPG2_PTPRS,HSPG2,PTPRS,known,literature supported
HSPG2_SDC1,HSPG2,SDC1,novel,putative
IAPP_CALCR,IAPP,CALCR,known,literature supported
IAPP_RAMP1,IAPP,RAMP1,novel,literature supported
IAPP_RAMP2,IAPP,RAMP2,novel,literature supported
IAPP_RAMP3,IAPP,RAMP3,novel,putative
IBSP_ITGAV,IBSP,ITGAV,novel,putative
ICAM1_CAV1,ICAM1,CAV1,novel,putative
ICAM1_EGFR,ICAM1,EGFR,novel,literature supported
ICAM1_IL2RA,ICAM1,IL2RA,novel,literature supported
ICAM1_IL2RG,ICAM1,IL2RG,novel,literature supported
ICAM1_ITGAL,ICAM1,ITGAL,known,literature supported
ICAM1_ITGAM,ICAM1,ITGAM,novel,literature supported
ICAM1_ITGAX,ICAM1,ITGAX,known,literature supported
ICAM1_ITGB2,ICAM1,ITGB2,known,literature supported
ICAM2_ITGAL,ICAM2,ITGAL,known,literature supported
ICAM2_ITGAM,ICAM2,ITGAM,novel,literature supported
ICAM2_ITGB2,ICAM2,ITGB2,known,literature supported
ICAM3_CLEC4M,ICAM3,CLEC4M,novel,literature supported
ICAM3_ITGAD,ICAM3,ITGAD,novel,literature supported
ICAM3_ITGAL,ICAM3,ITGAL,known,literature supported
ICAM3_ITGB2,ICAM3,ITGB2,known,literature supported
ICAM4_ITGA2B,ICAM4,ITGA2B,known,literature supported
ICAM4_ITGA4,ICAM4,ITGA4,novel,literature supported
ICAM4_ITGAL,ICAM4,ITGAL,known,literature supported
ICAM4_ITGAM,ICAM4,ITGAM,known,literature supported
ICAM4_ITGAV,ICAM4,ITGAV,known,literature supported
ICAM4_ITGB1,ICAM4,ITGB1,novel,literature supported
ICAM4_ITGB2,ICAM4,ITGB2,known,literature supported
ICAM4_ITGB3,ICAM4,ITGB3,known,literature supported
ICAM4_RHAG,ICAM4,RHAG,novel,literature supported
ICAM5_ITGAL,ICAM5,ITGAL,known,literature supported
ICAM5_ITGB2,ICAM5,ITGB2,known,literature supported
IFNA10_IFNAR1,IFNA10,IFNAR1,known,literature supported
IFNA10_IFNAR2,IFNA10,IFNAR2,known,literature supported
IFNA13_IFNAR1,IFNA13,IFNAR1,known,literature supported
IFNA13_IFNAR2,IFNA13,IFNAR2,known,literature supported
IFNA14_IFNAR1,IFNA14,IFNAR1,known,literature supported
IFNA14_IFNAR2,IFNA14,IFNAR2,known,literature supported
IFNA16_IFNAR1,IFNA16,IFNAR1,known,literature supported
IFNA16_IFNAR2,IFNA16,IFNAR2,known,literature supported
IFNA17_IFNAR1,IFNA17,IFNAR1,known,literature supported
IFNA17_IFNAR2,IFNA17,IFNAR2,known,literature supported
IFNA1_IFNAR1,IFNA1,IFNAR1,known,literature supported
IFNA1_IFNAR2,IFNA1,IFNAR2,known,literature supported
IFNA21_IFNAR1,IFNA21,IFNAR1,known,literature supported
IFNA21_IFNAR2,IFNA21,IFNAR2,known,literature supported
IFNA2_IFNAR1,IFNA2,IFNAR1,known,literature supported
IFNA2_IFNAR2,IFNA2,IFNAR2,known,literature supported
IFNA4_IFNAR1,IFNA4,IFNAR1,known,literature supported
IFNA4_IFNAR2,IFNA4,IFNAR2,known,literature supported
IFNA5_IFNAR1,IFNA5,IFNAR1,known,literature supported
IFNA5_IFNAR2,IFNA5,IFNAR2,known,literature supported
IFNA6_IFNAR1,IFNA6,IFNAR1,known,literature supported
IFNA6_IFNAR2,IFNA6,IFNAR2,known,literature supported
IFNA7_IFNAR1,IFNA7,IFNAR1,known,literature supported
IFNA7_IFNAR2,IFNA7,IFNAR2,known,literature supported
IFNA8_IFNAR1,IFNA8,IFNAR1,known,literature supported
IFNA8_IFNAR2,IFNA8,IFNAR2,known,literature supported
IFNB1_IFNAR1,IFNB1,IFNAR1,known,literature supported
IFNB1_IFNAR2,IFNB1,IFNAR2,known,literature supported
IFNG_IFNGR1,IFNG,IFNGR1,known,literature supported
IFNG_IFNGR2,IFNG,IFNGR2,known,literature supported
IFNL1_IFNLR1,IFNL1,IFNLR1,known,literature supported
IFNL1_IL10RB,IFNL1,IL10RB,known,literature supported
IFNL2_IFNLR1,IFNL2,IFNLR1,known,literature supported
IFNL2_IL10RB,IFNL2,IL10RB,known,literature supported
IFNL3_IFNLR1,IFNL3,IFNLR1,known,literature supported
IFNL3_IL10RB,IFNL3,IL10RB,known,literature supported
IFNW1_IFNAR1,IFNW1,IFNAR1,known,literature supported
IFNW1_IFNAR2,IFNW1,IFNAR2,known,literature supported
IGF1_IGF1R,IGF1,IGF1R,known,literature supported
IGF1_INSR,IGF1,INSR,novel,putative
IGF2_IGF1R,IGF2,IGF1R,known,literature supported
IGF2_IGF2R,IGF2,IGF2R,known,literature supported
IGF2_INSR,IGF2,INSR,known,literature supported
IGFBP4_FZD8,IGFBP4,FZD8,novel,literature supported
IGFBP4_LRP6,IGFBP4,LRP6,novel,literature supported
IGFL1_IGFLR1,IGFL1,IGFLR1,novel,literature supported
IGFL2_IGFLR1,IGFL2,IGFLR1,novel,literature supported
IGFL3_IGFLR1,IGFL3,IGFLR1,novel,literature supported
IHH_BOC,IHH,BOC,novel,literature supported
IHH_CDON,IHH,CDON,novel,literature supported
IHH_HHIP,IHH,HHIP,known,literature supported
IHH_PTCH1,IHH,PTCH1,known,literature supported
IHH_PTCH2,IHH,PTCH2,novel,literature supported
IL10_IL10RA,IL10,IL10RA,known,literature supported
IL10_IL10RB,IL10,IL10RB,known,literature supported
IL10_SIRPG,IL10,SIRPG,novel,putative
IL11_IL11RA,IL11,IL11RA,known,literature supported
IL11_IL6ST,IL11,IL6ST,known,literature supported
IL12A_CD28,IL12A,CD28,novel,literature supported
IL12A_IL12RB1,IL12A,IL12RB1,known,literature supported
IL12A_IL12RB2,IL12A,IL12RB2,known,literature supported
IL12B_IL12RB1,IL12B,IL12RB1,known,literature supported
IL12B_IL12RB2,IL12B,IL12RB2,known,literature supported
IL12B_IL23R,IL12B,IL23R,novel,literature supported
IL13_IL13RA1,IL13,IL13RA1,known,literature supported
IL13_IL13RA2,IL13,IL13RA2,known,literature supported
IL13_IL2RG,IL13,IL2RG,known,literature supported
IL13_IL4R,IL13,IL4R,known,literature supported
IL15_IL15RA,IL15,IL15RA,known,literature supported
IL15_IL2RA,IL15,IL2RA,novel,literature supported
IL15_IL2RB,IL15,IL2RB,known,literature supported
IL15_IL2RG,IL15,IL2RG,known,literature supported
IL16_CCR5,IL16,CCR5,novel,putative
IL16_CD4,IL16,CD4,known,literature supported
IL16_GRIN2C,IL16,GRIN2C,novel,literature supported
IL16_GRIN2D,IL16,GRIN2D,novel,literature supported
IL16_KCNA3,IL16,KCNA3,novel,literature supported
IL16_KCND1,IL16,KCND1,novel,literature supported
IL16_KCND2,IL16,KCND2,novel,literature supported
IL16_KCNJ10,IL16,KCNJ10,novel,literature supported
IL16_KCNJ15,IL16,KCNJ15,novel,literature supported
IL16_KCNJ4,IL16,KCNJ4,novel,literature supported
IL17A_IL17RA,IL17A,IL17RA,known,literature supported
IL17A_IL17RC,IL17A,IL17RC,novel,literature supported
IL17B_IL17RB,IL17B,IL17RB,known,literature supported
IL17F_IL17RA,IL17F,IL17RA,novel,literature supported
IL18_CD48,IL18,CD48,novel,putative
IL18_IL18R1,IL18,IL18R1,known,literature supported
IL18_IL18RAP,IL18,IL18RAP,known,literature supported
IL18_IL1RAPL1,IL18,IL1RAPL1,known,literature supported
IL18_IL1RL2,IL18,IL1RL2,novel,literature supported
IL19_IL20RA,IL19,IL20RA,known,literature supported
IL19_IL20RB,IL19,IL20RB,known,literature supported
IL1A_IL1R1,IL1A,IL1R1,known,literature supported
IL1A_IL1R2,IL1A,IL1R2,known,literature supported
IL1A_IL1RAP,IL1A,IL1RAP,novel,literature supported
IL1B_ADRB2,IL1B,ADRB2,novel,literature supported
IL1B_IL1R1,IL1B,IL1R1,known,literature supported
IL1B_IL1R2,IL1B,IL1R2,known,literature supported
IL1B_IL1RAP,IL1B,IL1RAP,known,literature supported
IL1F10_IL1R1,IL1F10,IL1R1,novel,literature supported
IL1RN_IL1R1,IL1RN,IL1R1,known,literature supported
IL1RN_IL1R2,IL1RN,IL1R2,known,literature supported
IL1RN_IL1RL2,IL1RN,IL1RL2,novel,putative
IL20_IL20RA,IL20,IL20RA,known,literature supported
IL20_IL20RB,IL20,IL20RB,known,literature supported
IL20_IL22RA1,IL20,IL22RA1,known,literature supported
IL21_IL21R,IL21,IL21R,known,literature supported
IL21_IL2RG,IL21,IL2RG,known,literature supported
IL22_IL10RA,IL22,IL10RA,known,literature supported
IL22_IL10RB,IL22,IL10RB,novel,literature supported
IL22_IL21R,IL22,IL21R,novel,putative
IL22_IL22RA1,IL22,IL22RA1,known,literature supported
IL22_IL22RA2,IL22,IL22RA2,known,literature supported
IL23A_IL12RB1,IL23A,IL12RB1,known,literature supported
IL23A_IL23R,IL23A,IL23R,known,literature supported
IL24_IL20RA,IL24,IL20RA,known,literature supported
IL24_IL20RB,IL24,IL20RB,known,literature supported
IL24_IL22RA1,IL24,IL22RA1,known,literature supported
IL25_IL17RB,IL25,IL17RB,known,literature supported
IL26_IL20RA,IL26,IL20RA,novel,putative
IL27_IL27RA,IL27,IL27RA,novel,literature supported
IL2_CD53,IL2,CD53,novel,literature supported
IL2_GYPE,IL2,GYPE,novel,putative
IL2_IL2RA,IL2,IL2RA,known,literature supported
IL2_IL2RB,IL2,IL2RB,known,literature supported
IL2_IL2RG,IL2,IL2RG,known,literature supported
IL2_NGFR,IL2,NGFR,novel,literature supported
IL31_IL31RA,IL31,IL31RA,known,literature supported
IL31_OSMR,IL31,OSMR,known,literature supported
IL34_CSF1R,IL34,CSF1R,novel,literature supported
IL3_CSF2RB,IL3,CSF2RB,known,literature supported
IL3_IL3RA,IL3,IL3RA,known,literature supported
IL4_CD53,IL4,CD53,novel,literature supported
IL4_IL13RA1,IL4,IL13RA1,known,literature supported
IL4_IL13RA2,IL4,IL13RA2,novel,literature supported
IL4_IL2RG,IL4,IL2RG,known,literature supported
IL4_IL4R,IL4,IL4R,known,literature supported
IL5_CSF2RB,IL5,CSF2RB,known,literature supported
IL5_IL5RA,IL5,IL5RA,known,literature supported
IL6_F3,IL6,F3,novel,putative
IL6_IL6R,IL6,IL6R,known,literature supported
IL6_IL6ST,IL6,IL6ST,known,literature supported
IL7_IL2RG,IL7,IL2RG,known,literature supported
IL7_IL7R,IL7,IL7R,known,literature supported
IL8_CD79A,IL8,CD79A,novel,putative
IL8_CXCR1,IL8,CXCR1,known,literature supported
IL8_CXCR2,IL8,CXCR2,known,literature supported
IL8_DARC,IL8,DARC,known,literature supported
IL8_KDR,IL8,KDR,novel,putative
IL8_SDC1,IL8,SDC1,novel,literature supported
IL8_SDC2,IL8,SDC2,novel,literature supported
IL8_SDC3,IL8,SDC3,novel,putative
IL9_IL2RG,IL9,IL2RG,known,literature supported
IL9_IL9R,IL9,IL9R,known,literature supported
INHA_ACVR1,INHA,ACVR1,known,putative
INHA_ACVR1B,INHA,ACVR1B,known,putative
INHA_ACVR2A,INHA,ACVR2A,known,literature supported
INHA_ACVR2B,INHA,ACVR2B,known,putative
INHA_TGFBR3,INHA,TGFBR3,known,literature supported
INHBA_ACVR1,INHBA,ACVR1,known,literature supported
INHBA_ACVR1B,INHBA,ACVR1B,known,literature supported
INHBA_ACVR2A,INHBA,ACVR2A,known,literature supported
INHBA_ACVR2B,INHBA,ACVR2B,known,literature supported
INHBA_BAMBI,INHBA,BAMBI,known,literature supported
INHBA_ENG,INHBA,ENG,novel,literature supported
INHBA_TGFBR3,INHBA,TGFBR3,novel,literature supported
INHBB_ACVR1,INHBB,ACVR1,known,literature supported
INHBB_ACVR1B,INHBB,ACVR1B,known,literature supported
INHBB_ACVR1C,INHBB,ACVR1C,novel,literature supported
INHBB_ACVR2A,INHBB,ACVR2A,known,literature supported
INHBB_ACVR2B,INHBB,ACVR2B,known,literature supported
INHBC_ACVR1,INHBC,ACVR1,known,literature supported
INHBC_ACVR1B,INHBC,ACVR1B,known,literature supported
INHBC_ACVR2A,INHBC,ACVR2A,known,literature supported
INHBC_ACVR2B,INHBC,ACVR2B,known,literature supported
INHBE_ACVR1,INHBE,ACVR1,novel,putative
